IPIP 300 Item NEO-PI-R Open Source Questionnaire,,,,,,,,,,,,,,,
,Enter an “x” in Precisely One Column for Each Item,,,,,,,,,,,,,,
"With Respect to the Person Being Analyzed,",Very,,,,Very,|,,,,,,,,,
Often forget to put things back in their proper place.,,,,x,,|,Orderliness,0.82,-1,5,4,3,2,1,2
Break rules.,,,,x,,|,Dutifulness,0.71,-1,5,4,3,2,1,2
Dislike new foods.,,x,,,,|,Adventurousness,0.77,-1,5,4,3,2,1,4
Suffer from others' sorrows.,,x,,,,|,Sympathy,0.75,1,1,2,3,4,5,2
Don't like to draw attention to myself.,x,,,,,|,Assertiveness,0.84,-1,5,4,3,2,1,5
Insult people.,,,,,x,|,Cooperation,0.73,-1,5,4,3,2,1,1
Experience very few emotional highs and lows.,,x,,,,|,Emotionality,0.81,-1,5,4,3,2,1,4
Would never cheat on my taxes.,x,,,,,|,Morality,0.75,1,1,2,3,4,5,1
Believe in the importance of art.,,x,,,,|,Aesthetic Appreciation,0.84,1,1,2,3,4,5,2
Am wary of others.,,,,x,,|,Trust,0.82,-1,5,4,3,2,1,2
Am not bothered by difficult social situations.,,,,x,,|,Self-consciousness,0.80,-1,5,4,3,2,1,2
React quickly.,,,,x,,|,Activity-Level,0.71,1,1,2,3,4,5,4
Worry about things.,,,,x,,|,Anxiety,0.83,1,1,2,3,4,5,4
Believe that I am better than others.,,,,,x,|,Modesty/Humility,0.77,-1,5,4,3,2,1,1
Dislike myself.,x,,,,,|,Depression,0.88,1,1,2,3,4,5,1
Get upset easily.,,,,x,,|,Anger,0.88,1,1,2,3,4,5,4
Do more than what's expected of me.,,,,x,,|,Achievement-Striving,0.78,1,1,2,3,4,5,4
Radiate joy.,,x,,,,|,Cheerfulness,0.81,1,1,2,3,4,5,2
Seek to influence others.,,,,,x,|,Assertiveness,0.84,1,1,2,3,4,5,5
Prefer to stick with things that I know.,,,,x,,|,Adventurousness,0.77,-1,5,4,3,2,1,2
Act without thinking.,,,,x,,|,Cautiousness,0.76,-1,5,4,3,2,1,2
Misrepresent the facts.,,,,x,,|,Dutifulness,0.71,-1,5,4,3,2,1,2
Am not really interested in others.,,,,x,,|,Friendliness,0.87,-1,5,4,3,2,1,2
Tend to dislike soft-hearted people.,,x,,,,|,Sympathy,0.75,-1,5,4,3,2,1,4
Contradict others.,,,,,x,|,Cooperation,0.73,-1,5,4,3,2,1,1
Have difficulty understanding abstract ideas.,,,,x,,|,Intellect,0.86,-1,5,4,3,2,1,2
Love flowers.,,,,x,,|,Aesthetic Appreciation,0.84,1,1,2,3,4,5,4
Never spend more than I can afford.,,x,,,,|,Immoderation,0.77,-1,5,4,3,2,1,4
Make people feel welcome.,,,,x,,|,Altruism,0.77,1,1,2,3,4,5,4
Seek quiet.,,x,,,,|,Gregariousness,0.79,-1,5,4,3,2,1,4
Am not easily affected by my emotions.,,x,,,,|,Emotionality,0.81,-1,5,4,3,2,1,4
Use flattery to get ahead.,,,,x,,|,Morality,0.75,-1,5,4,3,2,1,2
Act wild and crazy.,,,,x,,|,Excitement-Seeking,0.78,1,1,2,3,4,5,4
Laugh aloud.,,,,x,,|,Cheerfulness,0.81,1,1,2,3,4,5,4
Don't like the idea of change.,,,,x,,|,Adventurousness,0.77,-1,5,4,3,2,1,2
Cheer people up.,,,,x,,|,Friendliness,0.87,1,1,2,3,4,5,4
Postpone decisions.,,x,,,,|,Self-Discipline,0.85,-1,5,4,3,2,1,4
Jump into things without thinking.,,,,x,,|,Cautiousness,0.76,-1,5,4,3,2,1,2
Seldom toot my own horn.,x,,,,,|,Modesty/Humility,0.77,1,1,2,3,4,5,1
Excel in what I do.,,,,,x,|,Self-Efficacy,0.78,1,1,2,3,4,5,5
Have a vivid imagination.,,,,x,,|,Imagination,0.83,1,1,2,3,4,5,4
Go on binges.,,x,,,,|,Immoderation,0.77,1,1,2,3,4,5,2
Believe laws should be strictly enforced.,,,,,x,|,Liberalism,0.86,-1,5,4,3,2,1,1
Stick to the rules.,,x,,,,|,Morality,0.75,1,1,2,3,4,5,2
Keep my promises.,,x,,,,|,Dutifulness,0.71,1,1,2,3,4,5,2
Love to read challenging material.,x,,,,,|,Intellect,0.86,1,1,2,3,4,5,1
Avoid crowds.,x,,,,,|,Gregariousness,0.79,-1,5,4,3,2,1,5
Believe people should fend for themselves.,,,,,x,|,Sympathy,0.75,-1,5,4,3,2,1,1
Have frequent mood swings.,,x,,,,|,Depression,0.88,1,1,2,3,4,5,2
Think that all will be well.,,,,x,,|,Trust,0.82,1,1,2,3,4,5,4
Rarely get irritated.,x,,,,,|,Anger,0.88,-1,5,4,3,2,1,5
Do things according to a plan.,,x,,,,|,Orderliness,0.82,1,1,2,3,4,5,2
Love a good fight.,,,,,x,|,Cooperation,0.73,-1,5,4,3,2,1,1
Do a lot in my spare time.,,,,x,,|,Activity-Level,0.71,1,1,2,3,4,5,4
Am afraid to draw attention to myself.,x,,,,,|,Self-consciousness,0.80,1,1,2,3,4,5,1
Dislike changes.,,,,x,,|,Adventurousness,0.77,-1,5,4,3,2,1,2
Waste my time.,,x,,,,|,Self-Discipline,0.85,-1,5,4,3,2,1,4
Turn plans into actions.,,,,x,,|,Achievement-Striving,0.78,1,1,2,3,4,5,4
Do not enjoy going to art museums.,,,,x,,|,Aesthetic Appreciation,0.84,-1,5,4,3,2,1,2
Make people feel uncomfortable.,,,,,x,|,Altruism,0.77,-1,5,4,3,2,1,1
Boast about my virtues.,,,,,x,|,Modesty/Humility,0.77,-1,5,4,3,2,1,1
Enjoy being part of a loud crowd.,,,,,x,|,Excitement-Seeking,0.78,1,1,2,3,4,5,5
Am not easily bothered by things.,,,,x,,|,Anxiety,0.83,-1,5,4,3,2,1,2
Don't understand people who get emotional.,,,,x,,|,Emotionality,0.81,-1,5,4,3,2,1,2
Can talk others into doing things.,,,,,x,|,Assertiveness,0.84,1,1,2,3,4,5,5
Feel sympathy for those who are worse off than myself.,x,,,,,|,Sympathy,0.75,1,1,2,3,4,5,1
Am easy to satisfy.,,x,,,,|,Cooperation,0.73,1,1,2,3,4,5,2
Misjudge situations.,,,,x,,|,Self-Efficacy,0.78,-1,5,4,3,2,1,2
Enjoy wild flights of fantasy.,,,,x,,|,Imagination,0.83,1,1,2,3,4,5,4
Involve others in what I am doing.,,x,,,,|,Gregariousness,0.79,1,1,2,3,4,5,2
Keep others at a distance.,,x,,,,|,Friendliness,0.87,-1,5,4,3,2,1,4
Avoid mistakes.,,,,x,,|,Cautiousness,0.76,1,1,2,3,4,5,4
Am easily intimidated.,,x,,,,|,Self-consciousness,0.80,1,1,2,3,4,5,2
Tell the truth.,,x,,,,|,Dutifulness,0.71,1,1,2,3,4,5,2
Remain calm under pressure.,,x,,,,|,Vulnerability,0.82,-1,5,4,3,2,1,4
Lose my temper.,,,,x,,|,Anger,0.88,1,1,2,3,4,5,4
Have difficulty starting tasks.,,x,,,,|,Self-Discipline,0.85,-1,5,4,3,2,1,4
Do not enjoy watching dance performances.,,,,x,,|,Aesthetic Appreciation,0.84,-1,5,4,3,2,1,2
Am often down in the dumps.,x,,,,,|,Depression,0.88,1,1,2,3,4,5,1
Like to tidy up.,,,,x,,|,Orderliness,0.82,1,1,2,3,4,5,4
Take no time for others.,,x,,,,|,Altruism,0.77,-1,5,4,3,2,1,4
Can handle a lot of information.,,,,x,,|,Intellect,0.86,1,1,2,3,4,5,4
Try to understand myself.,,x,,,,|,Emotionality,0.81,1,1,2,3,4,5,2
Value cooperation over competition.,x,,,,,|,Sympathy,0.75,1,1,2,3,4,5,1
Get caught up in my problems.,,,,x,,|,Anxiety,0.83,1,1,2,3,4,5,4
Believe that people are basically moral.,,,,x,,|,Trust,0.82,1,1,2,3,4,5,4
Easily resist temptations.,,x,,,,|,Immoderation,0.77,-1,5,4,3,2,1,4
Make myself the center of attention.,,,,,x,|,Modesty/Humility,0.77,-1,5,4,3,2,1,1
Like to get lost in thought.,,x,,,,|,Imagination,0.83,1,1,2,3,4,5,2
Do crazy things.,,,,x,,|,Cautiousness,0.76,-1,5,4,3,2,1,2
Feel that I'm unable to deal with things.,x,,,,,|,Vulnerability,0.82,1,1,2,3,4,5,1
Am very pleased with myself.,,,,,x,|,Depression,0.88,-1,5,4,3,2,1,1
Believe that we coddle criminals too much.,,,,,x,|,Liberalism,0.86,-1,5,4,3,2,1,1
Want to be left alone.,x,,,,,|,Gregariousness,0.79,-1,5,4,3,2,1,5
Like to take it easy.,,,,x,,|,Activity-Level,0.71,-1,5,4,3,2,1,2
Love action.,,,,x,,|,Excitement-Seeking,0.78,1,1,2,3,4,5,4
Rarely complain.,x,,,,,|,Anger,0.88,-1,5,4,3,2,1,5
Am comfortable in unfamiliar situations.,,,,x,,|,Self-consciousness,0.80,-1,5,4,3,2,1,2
Can't stand weak people.,,,,,x,|,Sympathy,0.75,-1,5,4,3,2,1,1
Start tasks right away.,,,,x,,|,Self-Discipline,0.85,1,1,2,3,4,5,4
Become overwhelmed by events.,,x,,,,|,Vulnerability,0.82,1,1,2,3,4,5,2
Seldom get emotional.,,x,,,,|,Emotionality,0.81,-1,5,4,3,2,1,4
Hold back my opinions.,x,,,,,|,Assertiveness,0.84,-1,5,4,3,2,1,5
Prefer variety to routine.,,,,x,,|,Adventurousness,0.77,1,1,2,3,4,5,4
Come up with good solutions.,,,,x,,|,Self-Efficacy,0.78,1,1,2,3,4,5,4
Have a lot of fun.,,,,x,,|,Cheerfulness,0.81,1,1,2,3,4,5,4
Seldom get lost in thought.,,,,x,,|,Imagination,0.83,-1,5,4,3,2,1,2
Have a low opinion of myself.,x,,,,,|,Depression,0.88,1,1,2,3,4,5,1
Do not like poetry.,,,,x,,|,Aesthetic Appreciation,0.84,-1,5,4,3,2,1,2
Enjoy being reckless.,,,,x,,|,Excitement-Seeking,0.78,1,1,2,3,4,5,4
Am not easily annoyed.,,x,,,,|,Anger,0.88,-1,5,4,3,2,1,4
Pretend to be concerned for others.,,,,,x,|,Morality,0.75,-1,5,4,3,2,1,1
Believe that others have good intentions.,,,,x,,|,Trust,0.82,1,1,2,3,4,5,4
Have a sharp tongue.,,,,,x,|,Cooperation,0.73,-1,5,4,3,2,1,1
Am not interested in abstract ideas.,,,,x,,|,Intellect,0.86,-1,5,4,3,2,1,2
Feel others' emotions.,,x,,,,|,Emotionality,0.81,1,1,2,3,4,5,2
Have a high opinion of myself.,,,,,x,|,Modesty/Humility,0.77,-1,5,4,3,2,1,1
Often make last-minute plans.,,,,x,,|,Cautiousness,0.76,-1,5,4,3,2,1,2
Am afraid of many things.,x,,,,,|,Anxiety,0.83,1,1,2,3,4,5,1
Want everything to be just right.,,,,,x,|,Orderliness,0.82,1,1,2,3,4,5,5
Have little to contribute.,x,,,,,|,Self-Efficacy,0.78,-1,5,4,3,2,1,5
Have a good word for everyone.,x,,,,,|,Altruism,0.77,1,1,2,3,4,5,1
Believe that too much tax money goes to support artists.,,,,x,,|,Liberalism,0.86,-1,5,4,3,2,1,2
Put little time and effort into my work.,,x,,,,|,Achievement-Striving,0.78,-1,5,4,3,2,1,4
Get to work at once.,,,,x,,|,Self-Discipline,0.85,1,1,2,3,4,5,4
Enjoy being part of a group.,,,,x,,|,Gregariousness,0.79,1,1,2,3,4,5,4
Am passionate about causes.,,x,,,,|,Emotionality,0.81,1,1,2,3,4,5,2
Laugh my way through life.,,,x,,,|,Cheerfulness,0.81,1,1,2,3,4,5,3
Feel comfortable with myself.,,,,,x,|,Depression,0.88,-1,5,4,3,2,1,1
Try to follow the rules.,,x,,,,|,Dutifulness,0.71,1,1,2,3,4,5,2
Am a creature of habit.,,,,x,,|,Adventurousness,0.77,-1,5,4,3,2,1,2
Yell at people.,,,,,x,|,Cooperation,0.73,-1,5,4,3,2,1,1
Avoid contacts with others.,x,,,,,|,Friendliness,0.87,-1,5,4,3,2,1,5
Can handle complex problems.,,,,x,,|,Vulnerability,0.82,-1,5,4,3,2,1,2
Do not like art.,,,,x,,|,Aesthetic Appreciation,0.84,-1,5,4,3,2,1,2
Like order.,,,,x,,|,Orderliness,0.82,1,1,2,3,4,5,4
Often eat too much.,,,,x,,|,Immoderation,0.77,1,1,2,3,4,5,4
Believe that people are essentially evil.,,x,,,,|,Trust,0.82,-1,5,4,3,2,1,4
Have a rich vocabulary.,,x,,,,|,Intellect,0.86,1,1,2,3,4,5,2
Go straight for the goal.,,,,,x,|,Achievement-Striving,0.78,1,1,2,3,4,5,5
Do not have a good imagination.,,x,,,,|,Imagination,0.83,-1,5,4,3,2,1,4
Don't understand things.,,x,,,,|,Self-Efficacy,0.78,-1,5,4,3,2,1,4
Let things proceed at their own pace.,,,,x,,|,Activity-Level,0.71,-1,5,4,3,2,1,2
Am often in a bad mood.,,,,x,,|,Anger,0.88,1,1,2,3,4,5,4
Am relaxed most of the time.,,,,x,,|,Anxiety,0.83,-1,5,4,3,2,1,2
Use others for my own ends.,,,,,x,|,Morality,0.75,-1,5,4,3,2,1,1
Express childlike joy.,,,,x,,|,Cheerfulness,0.81,1,1,2,3,4,5,4
See beauty in things that others might not notice.,,x,,,,|,Aesthetic Appreciation,0.84,1,1,2,3,4,5,2
Only feel comfortable with friends.,,x,,,,|,Self-consciousness,0.80,1,1,2,3,4,5,2
Think highly of myself.,,,,,x,|,Modesty/Humility,0.77,-1,5,4,3,2,1,1
Take control of things.,,,,,x,|,Assertiveness,0.84,1,1,2,3,4,5,5
Warm up quickly to others.,,,,,x,|,Friendliness,0.87,1,1,2,3,4,5,5
Seek danger.,x,,,,,|,Excitement-Seeking,0.78,1,1,2,3,4,5,1
Am not interested in other people's problems.,,,,x,,|,Sympathy,0.75,-1,5,4,3,2,1,2
Prefer to be alone.,x,,,,,|,Gregariousness,0.79,-1,5,4,3,2,1,5
Find it difficult to get down to work.,,x,,,,|,Self-Discipline,0.85,-1,5,4,3,2,1,4
Believe that there is no absolute right or wrong.,,,,x,,|,Liberalism,0.86,1,1,2,3,4,5,4
Seldom daydream.,,,,x,,|,Imagination,0.83,-1,5,4,3,2,1,2
Hold a grudge.,,,,,x,|,Cooperation,0.73,-1,5,4,3,2,1,1
Like to act on a whim.,,,,,x,|,Cautiousness,0.76,-1,5,4,3,2,1,1
Listen to my conscience.,x,,,,,|,Dutifulness,0.71,1,1,2,3,4,5,1
Do just enough work to get by.,,x,,,,|,Achievement-Striving,0.78,-1,5,4,3,2,1,4
Never splurge.,,x,,,,|,Immoderation,0.77,-1,5,4,3,2,1,4
Feel desperate.,,x,,,,|,Depression,0.88,1,1,2,3,4,5,2
Am not interested in theoretical discussions.,,,,x,,|,Intellect,0.86,-1,5,4,3,2,1,2
Believe in human goodness.,,x,,,,|,Trust,0.82,1,1,2,3,4,5,2
Put people under pressure.,,,,,x,|,Morality,0.75,-1,5,4,3,2,1,1
Have little to say.,x,,,,,|,Assertiveness,0.84,-1,5,4,3,2,1,5
Know the answers to many questions.,,,,,x,|,Modesty/Humility,0.77,-1,5,4,3,2,1,1
Like a leisurely lifestyle.,,,,x,,|,Activity-Level,0.71,-1,5,4,3,2,1,2
Get stressed out easily.,,x,,,,|,Anxiety,0.83,1,1,2,3,4,5,2
Make friends easily.,,,,x,,|,Friendliness,0.87,1,1,2,3,4,5,4
Know how to cope.,,,,x,,|,Vulnerability,0.82,-1,5,4,3,2,1,2
Love to help others.,x,,,,,|,Altruism,0.77,1,1,2,3,4,5,1
Don't like crowded events.,x,,,,,|,Gregariousness,0.79,-1,5,4,3,2,1,5
Indulge in my fantasies.,,,,x,,|,Imagination,0.83,1,1,2,3,4,5,4
Am attached to conventional ways.,,,,x,,|,Adventurousness,0.77,-1,5,4,3,2,1,2
Carry out my plans.,,,,x,,|,Self-Discipline,0.85,1,1,2,3,4,5,4
Dislike loud music.,,,,x,,|,Excitement-Seeking,0.78,-1,5,4,3,2,1,2
Am afraid that I will do the wrong thing.,x,,,,,|,Self-consciousness,0.80,1,1,2,3,4,5,1
Love order and regularity.,,,,x,,|,Orderliness,0.82,1,1,2,3,4,5,4
Plunge into tasks with all my heart.,,,,x,,|,Achievement-Striving,0.78,1,1,2,3,4,5,4
Keep my cool.,,,,x,,|,Anger,0.88,-1,5,4,3,2,1,2
Tend to vote for conservative political candidates.,,,,,x,|,Liberalism,0.86,-1,5,4,3,2,1,1
Panic easily.,x,,,,,|,Vulnerability,0.82,1,1,2,3,4,5,1
Sympathize with the homeless.,x,,,,,|,Sympathy,0.75,1,1,2,3,4,5,1
Break my promises.,,,,x,,|,Dutifulness,0.71,-1,5,4,3,2,1,2
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,|,---------------------------------------------------------------------------------------------------------------------------,,,,,,,,
,,,,,,,,,,,,,,,
"Items are from the TedoneItemAssignmentTable spreadsheet downloaded from the page at https://ipip.ori.org/ItemAssignmentTable.htm on May 23, 2020",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Score:,Facet,,Raw,Percent,Meaning,,,,,,,,,,
Neuroticism ,,,160,43,Average,,,,,,,,,,
,Anger,,40,70,High,,,,,,,,,,
,Anxiety,,24,38,Low,,,,,,,,,,
,Depression,,15,20,Very Low,,,,,,,,,,
,Immoderation,,38,66,High,,,,,,,,,,
,Self-consciousness,,19,28,Low,,,,,,,,,,
,Vulnerability,,24,38,Low,,,,,,,,,,
,,,,,,,,,,,,,,,
Extraversion ,,,233,67,High,,,,,,,,,,
,Activity-Level,,33,56,Average,,,,,,,,,,
,Assertiveness,,49,88,Very High,,,,,,,,,,
,Cheerfulness,,32,54,Average,,,,,,,,,,
